team,state,nfl_year,players_from_state,from_desc
CLE,Oregon,1978,1,high_school
CLE,South Carolina,1978,1,high_school
CLE,New York,1979,3,birth
CLE,Texas,1979,4,birth
CLE,Virginia,1979,1,birth
CLE,Colorado,1979,1,birth
CLE,New Jersey,1979,2,birth
CLE,Ohio,1979,5,birth
CLE,Illinois,1979,3,birth
CLE,Alabama,1979,3,birth
CLE,Indiana,1979,2,birth
CLE,California,1979,4,birth
CLE,Tennessee,1979,1,birth
CLE,North Dakota,1979,1,birth
CLE,Louisiana,1979,2,birth
CLE,Arkansas,1979,1,birth
CLE,Maryland,1979,1,birth
CLE,North Carolina,1979,2,birth
CLE,Florida,1979,1,birth
CLE,Georgia,1979,2,birth
CLE,Mississippi,1979,1,birth
CLE,Oregon,1979,1,birth
CLE,Wyoming,1979,1,birth
CLE,South Carolina,1979,1,birth
CLE,New York,1979,3,high_school
CLE,Texas,1979,6,high_school
CLE,Virginia,1979,1,high_school
CLE,Colorado,1979,1,high_school
CLE,New Jersey,1979,2,high_school
CLE,Ohio,1979,5,high_school
CLE,Illinois,1979,3,high_school
CLE,Alabama,1979,3,high_school
CLE,Indiana,1979,2,high_school
CLE,California,1979,4,high_school
CLE,Tennessee,1979,1,high_school
CLE,Louisiana,1979,2,high_school
CLE,Arkansas,1979,2,high_school
CLE,North Carolina,1979,2,high_school
CLE,Florida,1979,1,high_school
CLE,Georgia,1979,1,high_school
CLE,Mississippi,1979,1,high_school
CLE,Oregon,1979,1,high_school
CLE,South Carolina,1979,1,high_school
CLE,New York,1980,3,birth
CLE,Michigan,1980,1,birth
CLE,Texas,1980,5,birth
CLE,Virginia,1980,1,birth
CLE,Ohio,1980,2,birth
CLE,Illinois,1980,2,birth
CLE,Tennessee,1980,2,birth
CLE,North Dakota,1980,1,birth
CLE,Pennsylvania,1980,2,birth
CLE,Louisiana,1980,2,birth
CLE,Arkansas,1980,1,birth
CLE,New Jersey,1980,1,birth
CLE,California,1980,4,birth
CLE,Maryland,1980,1,birth
CLE,North Carolina,1980,2,birth
CLE,Florida,1980,1,birth
CLE,Georgia,1980,2,birth
CLE,Oregon,1980,1,birth
CLE,Alabama,1980,1,birth
CLE,Wyoming,1980,1,birth
CLE,Indiana,1980,1,birth
CLE,New York,1980,3,high_school
CLE,Michigan,1980,1,high_school
CLE,Texas,1980,11,high_school
CLE,Virginia,1980,1,high_school
CLE,Ohio,1980,2,high_school
CLE,Illinois,1980,3,high_school
CLE,Tennessee,1980,2,high_school
CLE,Colorado,1980,1,high_school
CLE,Pennsylvania,1980,2,high_school
CLE,Louisiana,1980,2,high_school
CLE,Arkansas,1980,2,high_school
CLE,New Jersey,1980,1,high_school
CLE,California,1980,4,high_school
CLE,Missouri,1980,1,high_school
CLE,North Carolina,1980,2,high_school
CLE,Florida,1980,1,high_school
CLE,Georgia,1980,1,high_school
CLE,Mississippi,1980,1,high_school
CLE,Oregon,1980,1,high_school
CLE,Alabama,1980,1,high_school
CLE,Indiana,1980,1,high_school
CLE,California,2010,12,birth
CLE,Florida,2010,7,birth
CLE,South Carolina,2010,1,birth
CLE,Ohio,2010,2,birth
CLE,New Jersey,2010,2,birth
CLE,Texas,2010,5,birth
CLE,Hawaii,2010,2,birth
CLE,Virginia,2010,2,birth
CLE,Minnesota,2010,1,birth
CLE,Louisiana,2010,2,birth
CLE,Maryland,2010,1,birth
CLE,Illinois,2010,4,birth
CLE,Wisconsin,2010,1,birth
CLE,Colorado,2010,1,birth
CLE,North Carolina,2010,2,birth
CLE,Mississippi,2010,1,birth
CLE,Missouri,2010,1,birth
CLE,Pennsylvania,2010,1,birth
CLE,Alabama,2010,1,birth
CLE,Michigan,2010,2,birth
CLE,Georgia,2010,1,birth
CLE,New Mexico,2010,1,birth
CLE,Arkansas,2010,1,birth
CLE,California,2010,11,high_school
CLE,Florida,2010,6,high_school
CLE,South Carolina,2010,2,high_school
CLE,Ohio,2010,3,high_school
CLE,Texas,2010,1,high_school
CLE,New Jersey,2010,2,high_school
CLE,Hawaii,2010,2,high_school
CLE,Minnesota,2010,1,high_school
CLE,Louisiana,2010,2,high_school
CLE,Virginia,2010,3,high_school
CLE,Maryland,2010,1,high_school
CLE,Illinois,2010,3,high_school
CLE,Wisconsin,2010,1,high_school
CLE,Michigan,2010,2,high_school
CLE,North Carolina,2010,2,high_school
CLE,Mississippi,2010,1,high_school
CLE,Pennsylvania,2010,1,high_school
CLE,Alabama,2010,1,high_school
CLE,Arizona,2010,1,high_school
CLE,Georgia,2010,1,high_school
CLE,Colorado,2010,1,high_school
CLE,Arkansas,2010,1,high_school
CLE,Ohio,1966,5,birth
CLE,Massachusetts,1966,1,birth
CLE,California,1966,1,birth
CLE,Mississippi,1966,2,birth
CLE,Texas,1966,2,birth
CLE,Georgia,1966,1,birth
CLE,Alabama,1966,1,birth
CLE,Michigan,1966,2,birth
CLE,Pennsylvania,1966,3,birth
CLE,Indiana,1966,1,birth
CLE,Iowa,1966,1,birth
CLE,Louisiana,1966,1,birth
CLE,Connecticut,1966,1,birth
CLE,Ohio,1966,5,high_school
CLE,Massachusetts,1966,1,high_school
CLE,California,1966,2,high_school
CLE,Mississippi,1966,2,high_school
CLE,Texas,1966,1,high_school
CLE,Georgia,1966,1,high_school
CLE,Alabama,1966,1,high_school
CLE,Michigan,1966,2,high_school
CLE,Pennsylvania,1966,3,high_school
CLE,Indiana,1966,1,high_school
CLE,Iowa,1966,1,high_school
CLE,Louisiana,1966,1,high_school
CLE,Connecticut,1966,1,high_school
CLE,Texas,1985,12,birth
CLE,Mississippi,1985,1,birth
CLE,South Carolina,1985,1,birth
CLE,Pennsylvania,1985,3,birth
CLE,Michigan,1985,2,birth
CLE,Virginia,1985,2,birth
CLE,Ohio,1985,3,birth
CLE,Tennessee,1985,1,birth
CLE,California,1985,4,birth
CLE,Illinois,1985,2,birth
CLE,Alabama,1985,3,birth
CLE,Missouri,1985,1,birth
CLE,Oklahoma,1985,1,birth
CLE,New York,1985,1,birth
CLE,Kentucky,1985,1,birth
CLE,Connecticut,1985,1,birth
CLE,Massachusetts,1985,1,birth
CLE,North Carolina,1985,3,birth
CLE,Georgia,1985,3,birth
CLE,Florida,1985,1,birth
CLE,Arkansas,1985,1,birth
CLE,Texas,1985,11,high_school
CLE,Mississippi,1985,1,high_school
CLE,Florida,1985,1,high_school
CLE,Pennsylvania,1985,3,high_school
CLE,Michigan,1985,2,high_school
CLE,Virginia,1985,2,high_school
CLE,Ohio,1985,3,high_school
CLE,Tennessee,1985,1,high_school
CLE,California,1985,1,high_school
CLE,Illinois,1985,2,high_school
CLE,Missouri,1985,1,high_school
CLE,Georgia,1985,3,high_school
CLE,New York,1985,1,high_school
CLE,Kentucky,1985,1,high_school
CLE,Connecticut,1985,1,high_school
CLE,Massachusetts,1985,1,high_school
CLE,North Carolina,1985,3,high_school
CLE,South Carolina,1985,1,high_school
CLE,Alabama,1985,3,high_school
CLE,Illinois,1952,1,birth
CLE,Indiana,1952,1,birth
CLE,Alabama,1952,1,birth
CLE,Oregon,1952,1,birth
CLE,Ohio,1952,2,birth
CLE,Louisiana,1952,1,birth
CLE,Georgia,1952,1,birth
CLE,Texas,1952,1,birth
CLE,West Virginia,1952,1,birth
CLE,Illinois,1952,1,high_school
CLE,Indiana,1952,1,high_school
CLE,Ohio,1952,2,high_school
CLE,Oregon,1952,1,high_school
CLE,Louisiana,1952,1,high_school
CLE,Utah,1952,1,high_school
CLE,Texas,1952,1,high_school
CLE,West Virginia,1952,1,high_school
CLE,Mississippi,1964,2,birth
CLE,Texas,1964,2,birth
CLE,Georgia,1964,1,birth
CLE,Alabama,1964,1,birth
CLE,Michigan,1964,2,birth
CLE,Tennessee,1964,1,birth
CLE,Pennsylvania,1964,4,birth
CLE,Ohio,1964,4,birth
CLE,Kentucky,1964,1,birth
CLE,California,1964,1,birth
CLE,Louisiana,1964,1,birth
CLE,Kansas,1964,1,birth
CLE,Mississippi,1964,2,high_school
CLE,Texas,1964,1,high_school
CLE,Georgia,1964,1,high_school
CLE,Alabama,1964,1,high_school
CLE,Michigan,1964,2,high_school
CLE,Ohio,1964,4,high_school
CLE,Pennsylvania,1964,4,high_school
CLE,Indiana,1964,1,high_school
CLE,New York,1964,1,high_school
CLE,Florida,1964,1,high_school
CLE,Kansas,1964,1,high_school
CLE,California,1964,2,high_school
CLE,Illinois,1950,1,birth
CLE,Kentucky,1950,1,birth
CLE,Texas,1950,1,birth
CLE,Alabama,1950,1,birth
CLE,Ohio,1950,4,birth
CLE,Oregon,1950,1,birth
CLE,Louisiana,1950,1,birth
CLE,Georgia,1950,1,birth
CLE,West Virginia,1950,1,birth
CLE,Wisconsin,1950,1,birth
CLE,Illinois,1950,1,high_school
CLE,Kentucky,1950,1,high_school
CLE,Texas,1950,1,high_school
CLE,Ohio,1950,3,high_school
CLE,Oregon,1950,1,high_school
CLE,Louisiana,1950,1,high_school
CLE,Wisconsin,1950,1,high_school
CLE,Utah,1950,1,high_school
CLE,West Virginia,1950,1,high_school
CLE,Illinois,1951,1,birth
CLE,Kentucky,1951,1,birth
CLE,Alabama,1951,1,birth
CLE,Oregon,1951,1,birth
CLE,Ohio,1951,3,birth
CLE,Louisiana,1951,1,birth
CLE,Georgia,1951,1,birth
CLE,Pennsylvania,1951,1,birth
CLE,West Virginia,1951,1,birth
CLE,Illinois,1951,2,high_school
CLE,Kentucky,1951,1,high_school
CLE,Ohio,1951,2,high_school
CLE,Oregon,1951,1,high_school
CLE,Louisiana,1951,1,high_school
CLE,Pennsylvania,1951,1,high_school
CLE,Utah,1951,1,high_school
CLE,West Virginia,1951,1,high_school
CLE,Mississippi,1963,3,birth
CLE,California,1963,1,birth
CLE,Texas,1963,3,birth
CLE,Georgia,1963,2,birth
CLE,Michigan,1963,2,birth
CLE,Tennessee,1963,1,birth
CLE,Alabama,1963,1,birth
CLE,Pennsylvania,1963,3,birth
CLE,Ohio,1963,3,birth
CLE,Kentucky,1963,1,birth
CLE,Kansas,1963,1,birth
CLE,Illinois,1963,1,birth
CLE,Mississippi,1963,3,high_school
CLE,California,1963,1,high_school
CLE,Texas,1963,3,high_school
CLE,Georgia,1963,2,high_school
CLE,Michigan,1963,2,high_school
CLE,Ohio,1963,1,high_school
CLE,Pennsylvania,1963,3,high_school
CLE,Indiana,1963,1,high_school
CLE,New York,1963,1,high_school
CLE,Florida,1963,1,high_school
CLE,Kansas,1963,1,high_school
CLE,Illinois,1963,1,high_school
CLE,Mississippi,1965,2,birth
CLE,Texas,1965,1,birth
CLE,Ohio,1965,5,birth
CLE,Georgia,1965,1,birth
CLE,Alabama,1965,1,birth
CLE,Michigan,1965,2,birth
CLE,Tennessee,1965,1,birth
CLE,Pennsylvania,1965,4,birth
CLE,Kentucky,1965,1,birth
CLE,Indiana,1965,1,birth
CLE,California,1965,1,birth
CLE,Louisiana,1965,1,birth
CLE,Kansas,1965,1,birth
CLE,Mississippi,1965,2,high_school
CLE,Texas,1965,1,high_school
CLE,Ohio,1965,5,high_school
CLE,Georgia,1965,1,high_school
CLE,Alabama,1965,1,high_school
CLE,Michigan,1965,2,high_school
CLE,Pennsylvania,1965,4,high_school
CLE,Indiana,1965,1,high_school
CLE,New York,1965,1,high_school
CLE,Florida,1965,1,high_school
CLE,Kansas,1965,1,high_school
CLE,Louisiana,1965,1,high_school
CLE,California,1965,1,high_school
CLE,Kentucky,1965,1,high_school
CLE,Illinois,1953,2,birth
CLE,Indiana,1953,2,birth
CLE,West Virginia,1953,1,birth
CLE,Alabama,1953,1,birth
CLE,Oregon,1953,1,birth
CLE,Ohio,1953,2,birth
CLE,Louisiana,1953,1,birth
CLE,Georgia,1953,1,birth
CLE,Texas,1953,1,birth
CLE,Illinois,1953,1,high_school
CLE,Indiana,1953,2,high_school
CLE,West Virginia,1953,1,high_school
CLE,Ohio,1953,2,high_school
CLE,Oregon,1953,1,high_school
CLE,Louisiana,1953,1,high_school
CLE,Texas,1953,1,high_school
CLE,Illinois,1954,1,birth
CLE,Indiana,1954,1,birth
CLE,West Virginia,1954,1,birth
CLE,Alabama,1954,1,birth
CLE,Ohio,1954,4,birth
CLE,Oklahoma,1954,1,birth
CLE,Louisiana,1954,1,birth
CLE,New Jersey,1954,1,birth
CLE,Texas,1954,1,birth
CLE,Pennsylvania,1954,1,birth
CLE,Illinois,1954,1,high_school
CLE,Indiana,1954,1,high_school
CLE,West Virginia,1954,1,high_school
CLE,Ohio,1954,4,high_school
CLE,Oklahoma,1954,1,high_school
CLE,Louisiana,1954,1,high_school
CLE,New Jersey,1954,1,high_school
CLE,Texas,1954,1,high_school
CLE,Pennsylvania,1954,1,high_school
CLE,Illinois,1955,1,birth
CLE,Indiana,1955,1,birth
CLE,Louisiana,1955,2,birth
CLE,Alabama,1955,1,birth
CLE,Ohio,1955,4,birth
CLE,Oklahoma,1955,1,birth
CLE,Pennsylvania,1955,2,birth
CLE,Iowa,1955,1,birth
CLE,Texas,1955,1,birth
CLE,New Jersey,1955,1,birth
CLE,Illinois,1955,1,high_school
CLE,Indiana,1955,1,high_school
CLE,Louisiana,1955,2,high_school
CLE,Ohio,1955,4,high_school
CLE,Oklahoma,1955,1,high_school
CLE,Pennsylvania,1955,2,high_school
CLE,Nebraska,1955,1,high_school
CLE,Texas,1955,1,high_school
CLE,New Jersey,1955,1,high_school
CLE,Indiana,1956,1,birth
CLE,Oklahoma,1956,1,birth
CLE,Pennsylvania,1956,2,birth
CLE,Illinois,1956,1,birth
CLE,Ohio,1956,3,birth
CLE,Texas,1956,2,birth
CLE,Missouri,1956,1,birth
CLE,Mississippi,1956,1,birth
CLE,Indiana,1956,1,high_school
CLE,Oklahoma,1956,1,high_school
CLE,Pennsylvania,1956,2,high_school
CLE,Illinois,1956,1,high_school
CLE,Ohio,1956,3,high_school
CLE,Texas,1956,2,high_school
CLE,Arkansas,1956,1,high_school
CLE,Mississippi,1956,1,high_school
CLE,Indiana,1957,1,birth
CLE,West Virginia,1957,1,birth
CLE,Ohio,1957,1,birth
CLE,Wisconsin,1957,1,birth
CLE,New Jersey,1957,3,birth
CLE,Pennsylvania,1957,1,birth
CLE,Illinois,1957,1,birth
CLE,Georgia,1957,1,birth
CLE,Texas,1957,1,birth
CLE,Missouri,1957,2,birth
CLE,Indiana,1957,1,high_school
CLE,West Virginia,1957,1,high_school
CLE,Ohio,1957,1,high_school
CLE,Wisconsin,1957,1,high_school
CLE,New Jersey,1957,3,high_school
CLE,Pennsylvania,1957,1,high_school
CLE,Illinois,1957,1,high_school
CLE,New York,1957,1,high_school
CLE,Texas,1957,1,high_school
CLE,Arkansas,1957,2,high_school
CLE,Kansas,1957,1,high_school
CLE,Indiana,1958,1,birth
CLE,Arkansas,1958,1,birth
CLE,Wisconsin,1958,1,birth
CLE,Michigan,1958,1,birth
CLE,Pennsylvania,1958,1,birth
CLE,New Jersey,1958,1,birth
CLE,Georgia,1958,1,birth
CLE,Texas,1958,1,birth
CLE,Missouri,1958,2,birth
CLE,Alabama,1958,1,birth
CLE,Indiana,1958,1,high_school
CLE,Michigan,1958,1,high_school
CLE,Wisconsin,1958,1,high_school
CLE,Arkansas,1958,2,high_school
CLE,Pennsylvania,1958,1,high_school
CLE,New Jersey,1958,1,high_school
CLE,New York,1958,1,high_school
CLE,Texas,1958,1,high_school
CLE,Alabama,1958,1,high_school
CLE,Arkansas,1959,1,birth
CLE,Texas,1959,2,birth
CLE,Wisconsin,1959,1,birth
CLE,Michigan,1959,1,birth
CLE,Pennsylvania,1959,1,birth
CLE,New Jersey,1959,1,birth
CLE,Ohio,1959,1,birth
CLE,Georgia,1959,1,birth
CLE,Missouri,1959,1,birth
CLE,Michigan,1959,1,high_school
CLE,Texas,1959,2,high_school
CLE,Wisconsin,1959,1,high_school
CLE,Arkansas,1959,1,high_school
CLE,Pennsylvania,1959,1,high_school
CLE,New Jersey,1959,1,high_school
CLE,Ohio,1959,1,high_school
CLE,New York,1959,1,high_school
MIN,Connecticut,1990,1,birth
MIN,Indiana,1990,1,birth
MIN,Florida,1990,3,birth
MIN,California,1990,3,birth
MIN,Kentucky,1990,1,birth
MIN,Georgia,1990,2,birth
MIN,Texas,1990,6,birth
MIN,Illinois,1990,1,birth
MIN,Ohio,1990,4,birth
MIN,Minnesota,1990,4,birth
MIN,New York,1990,2,birth
MIN,West Virginia,1990,1,birth
MIN,Alabama,1990,3,birth
MIN,Arizona,1990,2,birth
MIN,Washington,1990,2,birth
MIN,South Carolina,1990,2,birth
MIN,Missouri,1990,1,birth
MIN,Tennessee,1990,1,birth
MIN,Mississippi,1990,1,birth
MIN,Pennsylvania,1990,1,birth
MIN,Oklahoma,1990,1,birth
MIN,Arkansas,1990,1,birth
MIN,New Jersey,1990,1,birth
MIN,Virginia,1990,2,birth
MIN,New Mexico,1990,1,birth
MIN,Connecticut,1990,1,high_school
MIN,Pennsylvania,1990,1,high_school
MIN,Florida,1990,3,high_school
MIN,California,1990,4,high_school
MIN,Colorado,1990,2,high_school
MIN,Georgia,1990,2,high_school
MIN,Alabama,1990,2,high_school
MIN,Illinois,1990,1,high_school
MIN,Ohio,1990,3,high_school
MIN,Minnesota,1990,3,high_school
MIN,New York,1990,1,high_school
MIN,Texas,1990,1,high_school
MIN,West Virginia,1990,1,high_school
MIN,Massachusetts,1990,1,high_school
MIN,Arkansas,1990,1,high_school
MIN,Arizona,1990,3,high_school
MIN,Washington,1990,2,high_school
MIN,South Carolina,1990,2,high_school
MIN,Missouri,1990,1,high_school
MIN,Tennessee,1990,1,high_school
MIN,Mississippi,1990,1,high_school
MIN,Oklahoma,1990,1,high_school
MIN,New Jersey,1990,1,high_school
MIN,Virginia,1990,2,high_school
MIN,Indiana,1990,1,high_school
MIN,Connecticut,1991,1,birth
MIN,Indiana,1991,1,birth
MIN,Florida,1991,3,birth
MIN,California,1991,4,birth
MIN,Georgia,1991,5,birth
MIN,Louisiana,1991,1,birth
MIN,Texas,1991,6,birth
MIN,Illinois,1991,1,birth
MIN,Ohio,1991,4,birth
MIN,Minnesota,1991,3,birth
MIN,New York,1991,2,birth
MIN,West Virginia,1991,1,birth
MIN,Michigan,1991,1,birth
MIN,Pennsylvania,1991,2,birth
MIN,Missouri,1991,2,birth
MIN,Arizona,1991,2,birth
MIN,Washington,1991,2,birth
MIN,South Carolina,1991,1,birth
MIN,Tennessee,1991,1,birth
MIN,Mississippi,1991,1,birth
MIN,New Mexico,1991,1,birth
MIN,Iowa,1991,1,birth
MIN,Connecticut,1991,1,high_school
MIN,Pennsylvania,1991,2,high_school
MIN,Florida,1991,3,high_school
MIN,California,1991,5,high_school
MIN,Georgia,1991,5,high_school
MIN,Louisiana,1991,1,high_school
MIN,Alabama,1991,1,high_school
MIN,Illinois,1991,1,high_school
MIN,Ohio,1991,4,high_school
MIN,Minnesota,1991,2,high_school
MIN,New York,1991,1,high_school
MIN,Texas,1991,2,high_school
MIN,West Virginia,1991,1,high_school
MIN,Michigan,1991,1,high_school
MIN,Massachusetts,1991,1,high_school
MIN,Missouri,1991,2,high_school
MIN,Arizona,1991,3,high_school
MIN,Washington,1991,2,high_school
MIN,South Carolina,1991,1,high_school
MIN,Tennessee,1991,1,high_school
MIN,Mississippi,1991,1,high_school
MIN,Iowa,1991,1,high_school
MIN,Indiana,1992,1,birth
MIN,Florida,1992,7,birth
MIN,California,1992,6,birth
MIN,Alabama,1992,1,birth
MIN,Texas,1992,5,birth
MIN,Illinois,1992,1,birth
MIN,West Virginia,1992,1,birth
MIN,Ohio,1992,2,birth
MIN,Pennsylvania,1992,2,birth
MIN,Missouri,1992,2,birth
MIN,North Carolina,1992,1,birth
MIN,Georgia,1992,5,birth
MIN,Arizona,1992,2,birth
MIN,Massachusetts,1992,1,birth
MIN,Mississippi,1992,1,birth
MIN,South Carolina,1992,2,birth
MIN,New York,1992,2,birth
MIN,Louisiana,1992,1,birth
MIN,Tennessee,1992,1,birth
MIN,New Mexico,1992,1,birth
MIN,Hawaii,1992,1,birth
MIN,Washington,1992,1,birth
MIN,Iowa,1992,1,birth
MIN,Pennsylvania,1992,2,high_school
MIN,Florida,1992,7,high_school
MIN,California,1992,2,high_school
MIN,Arizona,1992,2,high_school
MIN,Alabama,1992,1,high_school
MIN,Illinois,1992,1,high_school
MIN,Texas,1992,2,high_school
MIN,West Virginia,1992,1,high_school
MIN,Ohio,1992,2,high_school
MIN,Missouri,1992,2,high_school
MIN,North Carolina,1992,1,high_school
MIN,Georgia,1992,5,high_school
MIN,Massachusetts,1992,1,high_school
MIN,Iowa,1992,1,high_school
MIN,South Carolina,1992,2,high_school
MIN,Maryland,1992,1,high_school
MIN,Tennessee,1992,1,high_school
MIN,New York,1992,2,high_school
MIN,Washington,1992,1,high_school
MIN,Indiana,1993,1,birth
MIN,Florida,1993,5,birth
MIN,Alabama,1993,2,birth
MIN,Texas,1993,4,birth
MIN,Pennsylvania,1993,3,birth
MIN,Illinois,1993,3,birth
MIN,Georgia,1993,3,birth
MIN,California,1993,5,birth
MIN,North Carolina,1993,1,birth
MIN,West Virginia,1993,1,birth
MIN,Arizona,1993,2,birth
MIN,Mississippi,1993,1,birth
MIN,New York,1993,3,birth
MIN,Iowa,1993,2,birth
MIN,South Carolina,1993,2,birth
MIN,Ohio,1993,3,birth
MIN,Minnesota,1993,1,birth
MIN,Louisiana,1993,1,birth
MIN,Tennessee,1993,1,birth
MIN,Virginia,1993,1,birth
MIN,Kansas,1993,1,birth
MIN,Michigan,1993,1,birth
MIN,New Jersey,1993,1,birth
MIN,Hawaii,1993,1,birth
MIN,Pennsylvania,1993,1,high_school
MIN,Florida,1993,5,high_school
MIN,Arizona,1993,2,high_school
MIN,Alabama,1993,2,high_school
MIN,Illinois,1993,4,high_school
MIN,Georgia,1993,3,high_school
MIN,California,1993,1,high_school
MIN,Texas,1993,4,high_school
MIN,North Carolina,1993,1,high_school
MIN,West Virginia,1993,1,high_school
MIN,Iowa,1993,2,high_school
MIN,New York,1993,3,high_school
MIN,South Carolina,1993,2,high_school
MIN,Ohio,1993,3,high_school
MIN,Michigan,1993,1,high_school
MIN,Maryland,1993,1,high_school
MIN,Tennessee,1993,1,high_school
MIN,Virginia,1993,1,high_school
MIN,New Jersey,1993,1,high_school
MIN,Utah,1993,1,high_school
MIN,North Carolina,1994,3,birth
MIN,Maryland,1994,1,birth
MIN,Illinois,1994,4,birth
MIN,Florida,1994,3,birth
MIN,Alabama,1994,1,birth
MIN,Pennsylvania,1994,2,birth
MIN,Georgia,1994,4,birth
MIN,California,1994,4,birth
MIN,Arizona,1994,3,birth
MIN,Michigan,1994,2,birth
MIN,New York,1994,2,birth
MIN,Ohio,1994,5,birth
MIN,Louisiana,1994,1,birth
MIN,Colorado,1994,1,birth
MIN,Texas,1994,5,birth
MIN,Kansas,1994,1,birth
MIN,New Jersey,1994,1,birth
MIN,Hawaii,1994,1,birth
MIN,South Carolina,1994,1,birth
MIN,Iowa,1994,1,birth
MIN,North Carolina,1994,4,high_school
MIN,California,1994,1,high_school
MIN,Illinois,1994,5,high_school
MIN,Florida,1994,3,high_school
MIN,Arizona,1994,2,high_school
MIN,Pennsylvania,1994,1,high_school
MIN,Georgia,1994,3,high_school
MIN,Michigan,1994,2,high_school
MIN,New York,1994,2,high_school
MIN,Ohio,1994,4,high_school
MIN,Washington,1994,1,high_school
MIN,Maryland,1994,1,high_school
MIN,Colorado,1994,1,high_school
MIN,Texas,1994,5,high_school
MIN,Alabama,1994,1,high_school
MIN,South Carolina,1994,1,high_school
MIN,Iowa,1994,1,high_school
MIN,North Carolina,1995,3,birth
MIN,Maryland,1995,1,birth
MIN,Illinois,1995,3,birth
MIN,Ohio,1995,2,birth
MIN,Pennsylvania,1995,2,birth
MIN,Georgia,1995,3,birth
MIN,Louisiana,1995,1,birth
MIN,Florida,1995,4,birth
MIN,Michigan,1995,1,birth
MIN,California,1995,6,birth
MIN,New York,1995,3,birth
MIN,Iowa,1995,1,birth
MIN,South Carolina,1995,2,birth
MIN,Colorado,1995,1,birth
MIN,Texas,1995,2,birth
MIN,New Jersey,1995,1,birth
MIN,Virginia,1995,1,birth
MIN,Alabama,1995,1,birth
MIN,Hawaii,1995,1,birth
MIN,Arizona,1995,1,birth
MIN,North Carolina,1995,3,high_school
MIN,California,1995,1,high_school
MIN,Illinois,1995,3,high_school
MIN,Ohio,1995,5,high_school
MIN,Pennsylvania,1995,1,high_school
MIN,Georgia,1995,2,high_school
MIN,Louisiana,1995,1,high_school
MIN,Florida,1995,4,high_school
MIN,Michigan,1995,1,high_school
MIN,New York,1995,3,high_school
MIN,South Carolina,1995,2,high_school
MIN,Washington,1995,1,high_school
MIN,Colorado,1995,1,high_school
MIN,Kentucky,1995,1,high_school
MIN,Texas,1995,2,high_school
MIN,Virginia,1995,1,high_school
MIN,Alabama,1995,1,high_school
MIN,Iowa,1995,1,high_school
MIN,Arizona,1995,1,high_school
MIN,North Carolina,1996,2,birth
MIN,Maryland,1996,1,birth
MIN,Ohio,1996,2,birth
MIN,Texas,1996,3,birth
MIN,Alabama,1996,3,birth
MIN,Pennsylvania,1996,1,birth
MIN,New York,1996,1,birth
MIN,Georgia,1996,5,birth
MIN,Louisiana,1996,2,birth
MIN,California,1996,5,birth
MIN,Florida,1996,4,birth
MIN,Michigan,1996,1,birth
MIN,Missouri,1996,1,birth
MIN,Illinois,1996,1,birth
MIN,Massachusetts,1996,1,birth
MIN,New Jersey,1996,1,birth
MIN,Hawaii,1996,1,birth
MIN,Iowa,1996,1,birth
MIN,Arizona,1996,1,birth
MIN,North Carolina,1996,3,high_school
MIN,California,1996,2,high_school
MIN,Ohio,1996,7,high_school
MIN,Texas,1996,2,high_school
MIN,Alabama,1996,3,high_school
MIN,Pennsylvania,1996,1,high_school
MIN,Florida,1996,4,high_school
MIN,Georgia,1996,4,high_school
MIN,Colorado,1996,1,high_school
MIN,Louisiana,1996,2,high_school
MIN,Illinois,1996,1,high_school
MIN,Michigan,1996,1,high_school
MIN,Missouri,1996,1,high_school
MIN,New York,1996,1,high_school
MIN,Washington,1996,1,high_school
MIN,Kentucky,1996,1,high_school
MIN,Maryland,1996,1,high_school
MIN,Iowa,1996,1,high_school
MIN,Arizona,1996,1,high_school
MIN,Alabama,1997,6,birth
MIN,Maryland,1997,1,birth
MIN,Ohio,1997,3,birth
MIN,Washington,1997,1,birth
MIN,Georgia,1997,6,birth
MIN,Texas,1997,4,birth
MIN,Pennsylvania,1997,4,birth
MIN,California,1997,5,birth
MIN,Colorado,1997,1,birth
MIN,Florida,1997,8,birth
MIN,Tennessee,1997,1,birth
MIN,Louisiana,1997,4,birth
MIN,New York,1997,2,birth
MIN,Michigan,1997,1,birth
MIN,Illinois,1997,1,birth
MIN,Iowa,1997,1,birth
MIN,Mississippi,1997,2,birth
MIN,Massachusetts,1997,1,birth
MIN,South Carolina,1997,1,birth
MIN,New Jersey,1997,2,birth
MIN,Arizona,1997,2,birth
MIN,Utah,1997,1,birth
MIN,West Virginia,1997,1,birth
MIN,Virginia,1997,1,birth
MIN,North Carolina,1997,1,birth
MIN,Hawaii,1997,1,birth
MIN,Alabama,1997,6,high_school
MIN,California,1997,6,high_school
MIN,Ohio,1997,8,high_school
MIN,Washington,1997,1,high_school
MIN,Georgia,1997,5,high_school
MIN,Texas,1997,4,high_school
MIN,Pennsylvania,1997,4,high_school
MIN,Colorado,1997,1,high_school
MIN,Florida,1997,5,high_school
MIN,Tennessee,1997,1,high_school
MIN,Louisiana,1997,4,high_school
MIN,New York,1997,2,high_school
MIN,Michigan,1997,1,high_school
MIN,Illinois,1997,1,high_school
MIN,North Carolina,1997,2,high_school
MIN,Mississippi,1997,2,high_school
MIN,New Jersey,1997,2,high_school
MIN,Connecticut,1997,1,high_school
